time,spi,latency_aggressive,latency_conservative,latency_hpro
0.0,0.20993428306022466,0.9943981895980303,0.9943981895980303,1.0
0.2,0.19723471397657633,1.0074729360512327,1.0074729360512327,1.0074729360512327
0.4,0.21295377076201386,1.0061037026543347,1.0061037026543347,1.0061037026543347
0.6000000000000001,0.23046059712816053,0.9997909840603585,0.9997909840603585,1.0
0.8,0.19531693250553328,1.0011732738330879,1.0011732738330879,1.0011732738330879
1.0,0.1953172608610164,1.0127766489578842,1.0127766489578842,1.0127766489578842
1.2000000000000002,0.23158425631014784,0.9940842861116417,0.9940842861116417,1.0
1.4000000000000001,0.2153486945830582,1.0054709738117005,1.0054709738117005,1.0054709738117005
1.6,0.19061051228130096,0.997978073475661,0.997978073475661,1.0
1.8,0.2108512008717193,0.9978231879677278,0.9978231879677278,1.0
2.0,0.19073164614375077,1.0109877685198718,1.0109877685198718,1.0109877685198718
2.2,0.19068540492859487,1.0082541634898803,1.0082541634898803,1.0082541634898803
2.4000000000000004,0.2048392454313207,1.0081350963600064,1.0081350963600064,1.0081350963600064
2.6,0.16173439510684406,1.0130547880715433,1.0130547880715433,1.0130547880715433
2.8000000000000003,0.16550164334973935,1.0002100384163275,1.0002100384163275,1.0002100384163275
3.0,0.18875424941518057,1.0068195297129496,1.0068195297129496,1.0068195297129496
3.2,0.17974337759331155,0.9968973324340654,0.9968973324340654,1.0
3.4000000000000004,0.2062849466519055,1.0032416635248844,1.0032416635248844,1.0032416635248844
3.6,0.1818395184895758,0.9986985694563232,0.9986985694563232,1.0
3.8000000000000003,0.17175392597329417,1.000969959649927,1.000969959649927,1.000969959649927
4.0,0.2293129753784311,1.005951570254369,1.005951570254369,1.005951570254369
4.2,0.1954844739902693,0.9918177931676653,0.9918177931676653,1.0
4.4,0.20135056409375848,1.0209238727568546,1.0209238727568546,1.0209238727568546
4.6000000000000005,0.17150503627573088,0.989939826185003,0.989939826185003,1.0
4.800000000000001,0.18911234550949635,0.9878581138721226,0.9878581138721226,1.0
5.0,0.20221845179419734,1.0115811087350006,1.0115811087350006,1.0115811087350006
5.2,0.17698012845155395,1.0079166269396294,1.0079166269396294,1.0079166269396294
5.4,0.20751396036691344,1.0062411981705215,1.0062411981705215,1.0062411981705215
5.6000000000000005,0.18798722620162392,1.0062834550926427,1.0062834550926427,1.0062834550926427
5.800000000000001,0.19416612500413447,0.9998775322715309,0.9998775322715309,1.0
6.0,0.18796586775541207,0.9910274562851417,0.9910274562851417,1.0
6.2,0.23704556369017876,1.0007580455819374,1.0007580455819374,1.0007580455819374
6.4,0.19973005550524134,0.9932283828848789,0.9932283828848789,1.0
6.6000000000000005,0.178845781420882,1.0097511973341775,1.0097511973341775,1.0097511973341775
6.800000000000001,0.2164508982420638,0.9985294261849786,0.9985294261849786,1.0
7.0,0.17558312700057957,0.9917450280320749,0.9917450280320749,1.0
7.2,0.20417727190009513,0.9967861415834701,0.9967861415834701,1.0
7.4,0.1608065975224045,1.0041293145427563,1.0041293145427563,1.0041293145427563
7.6000000000000005,0.1734362790220314,0.9943627544719602,0.9943627544719602,1.0
7.800000000000001,0.2039372247173825,0.9917777960443357,0.9917777960443357,1.0
8.0,0.21476933159990821,1.002436872114919,1.002436872114919,1.002436872114919
8.200000000000001,0.20342736562379943,1.0024496657110873,1.0024496657110873,1.0024496657110873
8.4,0.1976870343522352,0.9949305682462887,0.9949305682462887,1.0
8.6,0.19397792608821424,0.9952896169438168,0.9952896169438168,1.0
8.8,0.17042956019265146,1.0023204993735764,1.0023204993735764,1.0023204993735764
9.0,0.18560311583210584,0.9855191565850268,0.9855191565850268,1.0
9.200000000000001,0.19078722458080427,0.9859253622562344,0.9859253622562344,1.0
9.4,0.2211424445243783,0.9928155577874757,0.9928155577874757,1.0
9.600000000000001,0.20687236579136925,0.9978655284828816,0.9978655284828816,1.0
9.8,0.16473919689274533,1.00310907565598,1.00310907565598,1.00310907565598
10.0,0.2064816793878959,1.0147535621694954,1.0147535621694954,1.0147535621694954
10.200000000000001,0.19229835439167367,1.0085765962320201,1.0085765962320201,1.0085765962320201
10.4,0.18646155999388084,0.9984006147003657,0.9984006147003657,1.0
10.600000000000001,0.21223352577681737,0.9998098379209731,0.9998098379209731,1.0
10.8,0.22061999044991903,0.989974706353622,0.989974706353622,1.0
11.0,0.21862560238232398,0.9998148686400761,0.9998148686400761,1.0
11.200000000000001,0.18321564953554725,0.9971134136107986,0.9971134136107986,1.0
11.4,0.19381575248297572,1.003227185603381,1.003227185603381,1.003227185603381
11.600000000000001,0.2066252686280713,0.9917276905644767,0.9917276905644767,1.0
11.8,0.2195109025424472,1.0051934651424117,1.0051934651424117,1.0051934651424117
12.0,0.19041651524309422,1.0153273891300258,1.0153273891300258,1.0153273891300258
12.200000000000001,0.19628682046672366,0.9989123985154315,0.9989123985154315,1.0
12.4,0.17787330051987946,1.0040171172209895,1.0040171172209895,1.0040171172209895
12.600000000000001,0.1760758675183866,1.0069014399171112,1.0069014399171112,1.0069014399171112
12.8,0.21625051644788398,0.9959877952811417,0.9959877952811417,1.0
13.0,0.22712480057141649,1.0022409248181041,1.0022409248181041,1.0022409248181041
13.200000000000001,0.19855979756839334,1.000125924007818,1.000125924007818,1.000125924007818
13.4,0.2200706579578405,1.0009767609854883,1.0009767609854883,1.0009767609854883
